"qType","date","org","title","researcher","link"
"2","2025-03-20","国信证券","AI赋能资产配置（九）：DeepSeek打造ESG有效前沿","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=HT1y3FkeSv4mIIjRV8sHWWJ7n9csS9N7txxZDHWIwKA%3D"
"2","2025-03-19","国信证券","AI赋能资产配置（八）：DeepSeek在资产配置中的实战解答","王开,董德志","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=YOdqHC5L%2BDEfQtlpeouPBRyWsXdKUFBQdAeiplr6aeQ%3D"
"2","2025-03-17","国信证券","AI赋能资产配置（七）：乘风DeepSeek理解货币政策取向","王开,田地","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2FV6YWxVvwSERBeA1NZg4RokmSWz49hCSU3%2BpZSj00o%3D"
"2","2025-03-12","国信证券","AI赋能资产配置（六）：海内外资管机构AI大模型应用探索","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=CiqmV%2BKFLWlKifP3zbrgPr%2BqCuLq38XlXjPeM78BviE%3D"
"2","2025-03-10","厦门大学","DeepSeek大模型及其企业应用实践：每个人都可以读懂的大模型科普报告（企业篇）","林子雨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=imWIy56ybh18elqeT8TGidTJBSdpNAc4y7P3C64pv40%3D"
"2","2025-03-10","天津大学自然语言处理实验室","深度解读DeepSeek：部署、使用、安全","石玲,吴俊茹,金任任,杨磊,熊德意","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=imWIy56ybh18elqeT8TGiWJEJz8d9PLyaOME3j%2FKZ1I%3D"
"2","2025-03-06","爱分析","2024爱分析·央国企数字化应用实践报告：DeepSeek引领技术潮流，央国企应重新规划大模型算力投入和应用节奏","张扬,李进宝","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pVPRS63IZgZ%2B97DnkTNdp4DZn9Vf4ZocYyo6xvv9HrA%3D"
"2","2025-03-06","中科智道(北京)科技","Deepseek对中国算力产业的影响","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pVPRS63IZgZ%2B97DnkTNdp%2FjEqlAJBDol3iH8Xq4oSm4%3D"
"2","2025-03-05","湖南大学","我们该如何看待DeepSeek：what，how，why，and next？","陈果","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=cJM02qr60%2BnNP6JKWgqwzH7Jgw9gg8IGl7HF6Wquzfg%3D"
"2","2025-03-05","华安证券","重要会议点评：政策靠前发力，把握行业轮动机会","郑小霞,张运智","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=cJM02qr60%2BnNP6JKWgqwzLNiDW%2FmYfKcuCbYxoVWthM%3D"
"2","2025-03-03","国信证券","AI赋能资产配置（三）：DeepSeek与风险“再平价”","王开,董德志","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=RVfHWybq3DZRHQJOx9m%2FmtoV39lc2acZZRD1EILaB3U%3D"
"2","2025-03-02","国信证券","AI赋能资产配置（二）：AI重塑ESG投资范式","王开","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Al9DjKWXoBRKP6pRg9OHzZ5aSomprY27duQDJbwycXA%3D"
"2","2025-03-02","国信证券","主题投资月度观察（2025年第2期）：DeepSeek裂变AI链，恒科交投火热","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=Al9DjKWXoBRKP6pRg9OHza0dKf%2BECcY4QbA5iJFvepU%3D"
"2","2025-02-21","建银国际证券","科技行业：DeepSeek爆火后，影响几何？","苏林","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=JPUrw04F392ZQQvQU0vx%2FjuMXFmPWOHYOOW2uNjB33E%3D"
"2","2025-02-19","国信证券","AI赋能资产配置：DeepSeek对国信多元资配框架的优化","董德志,王开,邵兴宇","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=rnJxPS60tvPVhLK69agT41oRDm2WrR7iUzriD0TFyGI%3D"
"2","2025-02-17","中航证券","科特估系列专题（三）：DeepSeek引发中国科技股重估进行到哪个阶段了？","董忠云,符旸,王玉茜,庞晨,王警仪","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=0jMN%2BRpdn3wnTvs3KYW7o9KWdYoItOlZbxn5V10Nshc%3D"
"2","2025-02-14","肯特州立大学","DeepSeek模型综述","Fnu Neha,Deepshikha Bhati","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=XvbUr46wqIDbRGYKlQgKGeQLLb5vrCIwbNAjJmc%2BOKc%3D"
"2","2025-02-13","东海证券","技术分析上证指数简评：上证指数或有进一步震荡盘升动能","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=crek%2BLLUpI4jDUHXZJGrjl5C17mIhbE4bu6nwa4exjE%3D"
"2","2025-02-12","中国科学杂志社有限责任公司","大模型驱动的具身智能：发展与挑战","白辰甲,许华哲,李学龙","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SVUNWG3pXsnFwC4QJDNclSqhk8Ja9Q5K71GNbyQNThg%3D"
"2","2025-02-12","全球数据资产理事会","数据资产全过程管理：解锁DeepSeek智能引擎","林建兴","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=SVUNWG3pXsnFwC4QJDNclQIBoFYvq52JqGacZfKaAdM%3D"
"2","2025-02-10","中航证券","DeepSeek引发全球资本对中国科技股重估，春节行情有望迎来主升浪","董忠云,符旸,王玉茜,庞晨,王警仪","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hPX81JV2fupOINr4Xz%2FCW9cwxpsBpnjDDrGI4T2UBgE%3D"
"2","2025-02-09","开源证券","北交所策略专题报告：Deepseek横空出世，关注并行科技等AI相关优质标的","诸海滨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=kra0pUcENtfkeTVyUe%2FZFMufSf2WoH%2BsgqyCqNKXsqk%3D"
"2","2025-02-09","开源证券","中小盘周报：DeepSeek横空出世，AI产业发展至新阶段","任浪,赵旭杨,徐剑峰","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=kra0pUcENtfkeTVyUe%2FZFNwy%2FSfxNHUOsl7YmKk6SC8%3D"
"2","2025-02-07","源达信息","宏观策略周报：DeepSeek带动中国科技股重估，美国加征关税落地","刘丽影","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=7xaSOO9WiHTAzMIDNJ%2BE62Veey1ZGUdkA%2BqcZ1U8X04%3D"
"2","2025-02-05","东吴证券","全球市场观察系列：DeepSeek引发全球涨跌互现？","陈梦,葛晓媛","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2hz58u%2F93ppEOon7%2B2IKDMbjcwy2ZSNUyAYAuX%2F6UMU%3D"
"2","2025-02-05","浦银国际证券","浦银国际策略观点：DeepSeek如何影响美股AI主题投资逻辑？","赖烨烨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=2hz58u%2F93ppEOon7%2B2IKDPkunqKH1Va9UAEwsc49M6k%3D"
"2","2025-02-05","浦银国际证券","策略观点：当DeepSeek遇上关税，中国市场将如何演绎？","赖烨烨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=0HeygMwaAigL8hwfyZADc7xR%2F%2BkF7y%2F2zBIQ3c19m58%3D"
"2","2025-02-04","东吴证券","全球大类资产观察：DeepSeek的扰动与关税再敲门","陈梦,葛晓媛,武朔","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=oZW%2BG2b0Fnjk2I5KfCmivvOAZa8E031Ua0HLoRKdW4A%3D"
"2","2025-01-09","国际数据","大模型应用落地白皮书：企业AI转型行动指南","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=svNNWHWaairDjgIVi%2FYcsm4BGTZoOcuUlA4jZyCsUv8%3D"
"2","2025-01-08","Alphabet","2025年Agents与基础应用白皮书","Julia Wiesinger,Patrick Marlow,Vladimir Vuskovic","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=9CcWH9d1onU42MIst3CshjmqxCvqRkvCZAi06mUQnRE%3D"
"2","2025-01-07","开源证券","北交所行业主题报告：AI大模型引领发展，北交所算力优势企业成长空间广阔","诸海滨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=zobJ2JBCvJjjxBHEORThNnZwEvaZtddeCTmZ0CO6atY%3D"
"2","2024-12-29","国信证券","主题投资月度观察：大模型、低空经济再迎新进展","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=%2BvCe9jBcnUTHDU%2B%2FokHUW%2FMDtTAgbuTCkCyC8b8LLY8%3D"
"2","2024-12-22","国信证券","估值周观察（12月第3期）：大模型持续催化，芯片快速拔估值","王开,陈凯畅","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=t7ow2XvvZKSZEd7QmGCV3EqyH02PmpDki5umKt2WVRs%3D"
"2","2024-12-05","西南证券","海外科技2025年投资策略：AI投资手册·ChatGPT发布两周年纪念版-AI Infra奏响主旋律，AI Agent拉开新画布","王湘杰","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=V8wvn6awcY16UR5dGX5gY5Qs3swTGOMpb5HXNFk0SjA%3D"
"2","2024-11-24","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hJJHsAg0fMQ0ncVMrvdaiMRgvgs1ZXBTelg6sdNqi0o%3D"
"2","2024-11-14","亿欧智库","2024中国大模型发展要素洞察报告：语料、算力、电力研究","刘旻昊","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=bhCAui3rj%2FS9U%2BgchwTfh%2BzQhJL0j1MhBRAEUlNQ8u8%3D"
"2","2024-11-10","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=IrS7fs5%2B5l4u8P6Jbeo6TASD5YDLtlGLIVpbzBrxLdk%3D"
"2","2024-11-03","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=eO0LDdDmu3JAeEEkz6m4cdIqV3sdNCHAF9FMCvx7XDY%3D"
"2","2024-10-30","东海证券","技术分析上证指数简评：上证指数短线或有震荡整理需求","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=xe22l2F44zPHfPVXF9TQ048OvuhpC%2FMHsBQakdzlf4I%3D"
"2","2024-10-27","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=qOgMjjTwPbYnSJ8Of%2FDqC%2FrLw2WSRQ%2B4NeJWOIpJuJU%3D"
"2","2024-10-13","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=p9sLAT01v17d99p2NO23e5mgxdEvXgUAy7rO%2BBNJYFg%3D"
"2","2024-09-23","开源证券","北交所科技新产业跟踪第三十六期：OpenAI发布了两款o1大语言模型，北交所AI大模型产业链再梳理","诸海滨,赵昊,万枭","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=hx%2BvIgDu%2Fdc3PvwNgOKvVPJaVhwVR18EmcDPnU69bO4%3D"
"2","2024-09-20","东海证券","技术分析上证指数简评：上证指数短线或有反弹需求","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=8Y39051AAAu%2BeoDfZH1luDSbofzTV5EHRtG0jVwhN%2FQ%3D"
"2","2024-08-23","腾讯控股","腾讯乐享+大模型企业智能知识管理跨越式升级","","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=fUdhMvVNej2e8wNEXTzM4yArF27oejBrns6JKPxDhyM%3D"
"2","2024-08-04","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=pKvdrr8YCBYiacUQp0A3kUhm8agziHPr2DFxWN52aDM%3D"
"2","2024-06-30","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=c2EObIR1nd4YHSqD%2FGRpANdbGOpQU%2FbZZhEYi5cmyEo%3D"
"2","2024-06-03","国金证券","金融工程2024年中期投资策略：ChatGPT赋能，另类金融文本解析渐入佳境","高智威,赵妍,王小康,许坤圣,胡正阳","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=9Ta0gyZQEPpNQ%2BmaZKbTX4PVqMVpXbsWaHzbF%2FwS3jo%3D"
"2","2024-05-26","开源证券","中小盘周报：小鹏端到端大模型上车，开启AI智驾新时代","任浪,赵旭杨","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=DjUzKD%2Fh6b9fLy7YQOb769jQvKlYhumTgoMjYX1LkdA%3D"
"2","2024-05-21","国金证券","A股投资策略周报：“双周期”框架体系下，如何有效“捕捉”风格与行业轮动？","张弛,吴慧敏","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=mmikrbOAeDSjXjgh%2F8V8Okp3lHvASLbERpFR9zU0ZTs%3D"
"2","2024-04-30","华安证券","大类资产配置月报第34期：2024年5月：全球经济韧性下，围绕通胀因子配置","郑小霞,张运智","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=ildMGlbOM5dp0kcLmwWhf6dWfupB%2Fye6FHUsjNgQn6Q%3D"
"2","2024-04-12","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=c3sF%2Fh3cjjxfqr1IK9n6uqP8pqZKKH4lPzIrziiZICI%3D"
"2","2024-04-12","中银证券","行业配置月报24年4月：供给侧行业轮动框架","王君,徐亚,高天然","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=c3sF%2Fh3cjjxfqr1IK9n6ughWOjYEr0KGHpqtrWliWcw%3D"
"2","2024-04-07","中银证券","策略周报：海外走弱，财报季关注盈利因子配置方向","王君,徐沛东,郭晓希,徐亚,高天然","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=lFam15nsHS6ndrYo6KlYVWqIBRC4w9PAY2Kbwhrs070%3D"
"2","2024-03-31","华金证券","春季行情行业轮动的特征","邓利军","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=mp8wqSHlqlD%2FJZW6erahy3iM1JDiMfHxERMH8xDtkio%3D"
"2","2024-03-25","东吴证券","策略周评：汇率波动的影响和行业轮动的脉络","陈刚,陈李","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=EirzsGvdKMqyFdEi13p3RUmzNMiUM0CkOW3F6EJtwKY%3D"
"2","2024-03-22","中银证券","中银量化多策略行业轮动周报","郭策,陈亮","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=To0MC9u9V5dlMrEyGGd%2B%2BloWil6TjG%2B0Yga2rxvbHGU%3D"
"2","2024-03-13","中邮证券","策略观点：延续快速行业轮动，顺周期交易尚早","黄子崟,郭惊华,段利强","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=%2Fphi5PHod0%2FKPfnKW9AKEFbwQj00KmMy9XSL%2F40pKIM%3D"
"2","2024-02-04","中国信通院","数字时代治理现代化研究报告：大模型在政务领域应用的实践及前景（2023年）","政策与经济研究所,产业与规划研究所","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=6JZKzXLOVeWrtJspbd703q4zm5qC3my1BT081ZRhofs%3D"
"2","2024-01-23","东海证券","技术分析上证指数系列：上证指数或酝酿反弹动能","王洋","https://data.eastmoney.com/report/zw_strategy.jshtml?encodeUrl=3yj4n4bfL1RxlrCpNmVbTlXcriDy%2FPxAZUth2h8QMjo%3D"
